"Average",,,,,,,,,,,,,"P0",,,,,,,,,,,,"P1",,,,,,,,,,,,"P2",,,,,,,,,,,,"R0",,,,,,,,,,,,"R1",,,,,,,,,,,,"R2",,,,,,,,,,,,"C0",,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange"
35,-2.71999,-5.10425,-0.083795,-0.00232076,0.0139342,0.034103,5.82164e-05,0.000694017,0.000213261,0.00131615,-0.000563917,0.290377,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00472816,0.0120367,-0.0282774,-0.000134756,0.00202812,8.35366e-05,0.00203242,-0.000139056,1.53015,,,,,,,,,,,,,19.2913,28.3157,-0.17764,0.00241867,0.0314463,-0.0111362,-0.00108568,0.00290627,-0.00155494,0.00377378,-0.00195319,-1.09333,24.6776,14.4943,-0.323404,0.00612262,0.0184826,0.013113,0.000200621,0.00153136,2.50557e-05,0.00160967,0.000122303,0.240972,14.5503,19.7453,-0.268741,0.00228342,0.0249543,0.0205186,0.000220254,0.00106632,7.86573e-05,0.00183415,-0.000547576,0.164973
36,-2.92675,-5.25023,-0.0837503,-0.00233777,0.0132385,0.0364022,0.000129693,0.00066949,0.000168384,0.00128245,-0.000483263,0.247988,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00609484,0.00774785,-0.00252872,-4.11348e-05,0.00110211,-0.000208584,0.00114156,-8.05833e-05,-1.39112,,,,,,,,,,,,,17.8609,28.5143,-0.189833,0.00177305,0.028874,0.00360195,-0.000641866,0.000238603,-0.00132006,0.00168337,-0.00208663,-1.00083,24.6344,14.3912,-0.323917,0.00577845,0.0168957,0.0213015,0.000220871,0.000997701,-0.000173892,0.00119828,2.029e-05,-0.453298,14.1394,19.6266,-0.273262,0.00186981,0.023847,0.0264577,0.000490823,0.000924966,-8.10671e-05,0.00163682,-0.000221029,0.000990659
37,-2.74705,-5.09366,-0.0846249,-0.00692595,0.0141151,0.0173102,5.11084e-05,0.000691821,0.000176506,0.00132155,-0.000578627,0.294154,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00123844,0.00953485,-0.0101744,0.000202466,0.00220023,-0.000104376,0.00220668,0.000196015,-1.34086,,,,,,,,,,,,,19.8385,28.418,-0.168074,-0.00492047,0.0351723,-0.0518352,-0.000584209,0.00169165,-0.00108736,0.00262473,-0.00151729,-0.822166,24.6874,14.4635,-0.323386,0.000552777,0.0188457,-0.00421068,0.000399367,0.00161449,-4.99733e-06,0.00172174,0.000292117,0.323082,14.5671,19.6786,-0.272495,-0.00316258,0.0260656,0.000193547,0.000141493,0.000928653,-7.6813e-05,0.00171945,-0.000649305,0.222726
38,-2.73574,-5.09724,-0.0835659,-0.00346604,0.0140275,0.0420682,0.000241123,0.00066124,0.000245972,0.00135089,-0.000448523,0.289993,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00173742,0.010316,0.035979,0.000755421,0.00121116,-5.35624e-05,0.00122448,0.000742102,-1.04243,,,,,,,,,,,,,20.0564,28.4153,-0.152879,-0.00754811,0.0320027,-0.00475477,0.000887778,-0.00025948,-0.000835902,0.00237786,-0.00174956,-0.892718,24.6561,14.4127,-0.323795,0.0040817,0.0163797,0.0342897,0.000654386,0.00109928,-5.70381e-05,0.00141985,0.000333812,-0.061708,14.6509,19.7104,-0.268135,0.000324688,0.0246886,0.0337718,0.000958564,0.000817668,0.000217609,0.0018397,-6.3471e-05,0.156478
39,-2.70824,-5.07132,-0.0838761,-0.00258034,0.0123522,0.0438329,0.000240615,0.000658533,0.000216474,0.0013628,-0.000463651,0.282115,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.000968072,-0.00295942,0.153234,-2.82078e-05,0.000634276,0.0002413,0.000724045,-0.000117976,1.24103,,,,,,,,,,,,,21.0857,28.134,-0.153748,0.00151131,0.0288968,0.0181888,-0.000400749,0.000810807,-0.00105437,0.0018284,-0.00141835,-0.951747,24.6874,14.4635,-0.323386,0.00618854,0.0111067,0.0426971,0.00018055,0.000790231,2.07019e-05,0.000984362,-1.35803e-05,-0.142428,14.6277,19.8208,-0.268839,0.0026277,0.0225118,0.0352073,0.000935143,0.000756759,8.65471e-05,0.00180234,-0.000110439,0.0980255
40,-2.5844,-4.97583,-0.0833451,-0.00392852,0.0141782,0.0309082,0.000279406,0.000701162,0.000256818,0.00145152,-0.000470947,0.278479,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0010901,0.00382211,0.11578,0.00031036,0.00101801,2.25991e-05,0.00102102,0.000307352,0.130871,,,,,,,,,,,,,22.4722,28.1447,-0.127458,-0.00297772,0.037541,-0.0078258,-7.94843e-05,0.0024945,-0.000669026,0.00319712,-0.000782101,-1.08325,24.6882,14.5255,-0.323673,0.00378192,0.015258,0.0248646,0.000350448,0.000984041,-3.45695e-06,0.00115681,0.000177677,-0.169636,14.9472,19.8742,-0.264151,0.000916641,0.0256837,0.0198475,0.00118948,0.000810992,0.000232005,0.00213288,-0.000132402,0.0789966
41,-2.6357,-5.05264,-0.0842189,-0.00465683,0.0155271,0.0351248,0.000223629,0.000724183,0.000251043,0.00140623,-0.000458413,0.297725,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.00154325,0.00496582,0.200531,0.000751673,0.00115873,7.25015e-05,0.00117869,0.000731717,1.33668,,,,,,,,,,,,,22.4722,28.1447,-0.127458,-0.00114759,0.0377194,-0.00449955,0.000476681,0.00240188,-0.000544192,0.00331616,-0.000437601,-1.07724,24.6874,14.4635,-0.323386,0.00382024,0.0195901,0.0215527,0.000561705,0.00113581,4.62617e-05,0.00134527,0.000352248,0.0909596,14.8419,19.7777,-0.26951,3.44373e-05,0.0273084,0.025494,0.000938762,0.000915282,0.000216474,0.00195885,-0.000104806,0.143544
42,-2.67707,-5.06792,-0.0838106,-0.00441287,0.0145893,0.0432739,0.00024181,0.00069908,0.000233053,0.00142729,-0.000486401,0.275342,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.00159301,0.00135444,0.235438,0.000380336,0.000957343,0.000104585,0.000981066,0.000356613,1.36605,,,,,,,,,,,,,23.1192,28.1368,-0.121299,0.00303826,0.0336251,0.0296608,-0.000271374,0.00147626,-0.000746254,0.00241347,-0.00120858,-1.01319,24.6874,14.4635,-0.323386,0.0040379,0.0178902,0.0395021,0.000335854,0.00101312,5.544e-05,0.00118776,0.000161213,0.182605,14.7419,19.9075,-0.268811,0.000695099,0.0265749,0.0383082,0.000967041,0.000763591,0.000195399,0.00196482,-0.000234192,0.17705
43,-2.8415,-5.17895,-0.0833072,-0.00463676,0.0141926,0.0369649,0.000330542,0.00063587,0.000223175,0.00150386,-0.000537447,0.296015,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0049495,-0.00411704,0.266564,0.00112905,0.000349277,0.000424249,0.00131924,0.000159091,0.425447,,,,,,,,,,,,,16.9603,28.3974,-0.207213,0.000547714,0.0328027,0.0272685,0.000726406,0.000633929,0.000130314,0.00277541,-0.00141507,-0.584587,24.6874,14.4635,-0.323386,0.00310063,0.0156875,0.0293131,0.000738772,0.000633481,0.000235338,0.00135372,1.85345e-05,0.163758,14.3052,19.8458,-0.269798,0.000593755,0.0259587,0.0293509,0.00132239,0.000524107,0.000160521,0.00231028,-0.000463772,0.232517
44,-2.67991,-5.63725,-0.0811417,-0.00315588,0.0147535,0.0442051,0.000319689,0.000594232,0.000314872,0.00147549,-0.000561574,0.35531,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0293693,0.031954,-0.126942,2.77644e-05,-0.000537067,0.000244042,0.000128001,-0.000637304,0.387111,,,,,,,,,,,,,21.583,28.2268,-0.138794,0.00591243,0.0160939,0.0937214,0.000353952,-0.00245355,9.73303e-05,0.00093364,-0.00303324,-0.159218,23.7735,14.5957,-0.32264,0.00235913,0.0200807,0.0170643,0.000399875,-6.40844e-05,0.00017895,0.000637907,-0.000302117,0.387587,14.392,19.9983,-0.269516,0.00292319,0.0273759,0.0287293,0.00115599,4.46773e-05,0.000440524,0.00186235,-0.000661681,0.347016
45,-3.32332,-5.62882,-0.081149,-0.00259833,0.0129558,0.0566472,0.000344113,0.000752816,0.000183199,0.00164147,-0.00054454,0.236595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6462,28.6269,-0.149188,0.00484488,0.0423285,0.117086,0.00204921,-0.00137754,-0.00148019,0.00305474,-0.00238307,-0.471573,23.3754,14.5401,-0.322112,0.00346954,0.0156295,0.0867362,0.000687205,0.00233099,5.88279e-05,0.0024987,0.000519492,0.256582,13.2332,20.0095,-0.275352,0.0012657,0.0275597,0.0571182,0.00136628,0.000778625,0.000188148,0.00243414,-0.000289235,0.271114
46,-4.09856,-5.46898,-0.0814341,-0.00332974,0.0131048,0.0603782,0.000189344,0.000761986,0.000327186,0.00150593,-0.000554597,0.330089,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345031,-0.0107265,0.0334768,0.0983525,-0.00128,0.000241413,0.000482732,0.000385098,-0.00142369,1.2865,,,,,,,,,,,,,11.8477,29.0137,-0.233517,0.00605935,0.0457747,0.0526314,4.63223e-05,1.89779e-05,-0.000229517,0.000829779,-0.000764479,-0.725652,22.2265,15.1698,-0.321332,0.00220987,0.015342,0.110822,-0.000124219,0.000756214,0.00032386,0.00100997,-0.000377972,1.00682,12.2,20.1385,-0.278758,0.0012831,0.0276732,0.0602146,0.000565007,0.000631599,0.000586515,0.00161664,-0.000420032,0.542042
47,-3.57605,-5.52353,-0.0821654,-0.0025036,0.0151945,0.0570513,0.000102692,0.000835195,0.000259529,0.00160055,-0.000662667,0.288007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.856,29.0033,-0.237553,0.0145729,0.0433688,0.0377206,8.64374e-05,0.00113554,-0.000269846,0.00153375,-0.000311775,0.346466,23.3411,14.6723,-0.322085,0.00634863,0.0118404,0.11185,-0.00162732,0.00144463,0.00118598,0.00201927,-0.00220195,1.23176,12.9079,20.0498,-0.278395,0.0040493,0.0287033,0.0559863,-5.35013e-05,0.000816938,0.000770326,0.00177944,-0.00101601,0.705273
48,-3.46775,-5.49123,-0.081068,-0.00152859,0.014572,0.0588815,0.000300284,0.00090911,0.000207571,0.00162261,-0.000413217,0.178722,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345031,-0.0232808,-0.00670169,0.654935,0.00229382,0.00360535,-0.0007311,0.00394125,0.00195791,-1.15349,,,,,,,,,,,,,17.0834,28.6444,-0.191128,-0.00137582,0.0439751,0.0277734,0.000279471,-0.000198052,-0.00165877,0.00198246,-0.00190104,-0.831247,23.719,14.6452,-0.323056,0.00819125,0.0149558,0.108321,0.00143104,0.00236666,-0.000325318,0.00276363,0.00103407,-0.0332067,13.3728,20.1088,-0.27433,0.00200752,0.0300219,0.0488817,0.00109398,0.00119637,0.000195305,0.00224688,4.34677e-05,0.291744
49,-3.5541,-5.72146,-0.0802673,-0.00084338,0.0126301,0.057664,0.000162033,0.000786445,0.000170609,0.00145218,-0.000503705,0.224578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2751,28.6255,-0.162777,0.00781605,0.0317033,0.0884523,0.00046239,0.000575884,-0.000918424,0.00173182,-0.000693549,-0.837961,22.571,14.5014,-0.321492,0.00410532,0.0132534,0.0727473,0.000204963,0.00171072,0.00025017,0.00181777,9.79194e-05,1.05816,12.8558,19.9753,-0.275435,0.00224789,0.0264792,0.0494094,0.000643164,0.000941867,0.000242525,0.00169281,-0.000107782,0.423081
50,-3.02263,-5.51874,-0.0826943,9.70408e-05,0.0111226,0.0647982,0.000394047,0.000903132,0.000227386,0.00167342,-0.000376246,0.239422,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00574395,0.0232436,0.239493,0.0015298,0.00444769,-5.64817e-05,0.00444898,0.00152851,-1.55124,,,,,,,,,,,,,22.7239,28.329,-0.123016,0.022676,0.0228583,0.206542,-1.80753e-05,0.00394453,0.00140546,0.00489421,-0.000967761,0.263204,24.6309,14.1984,-0.32423,0.00340077,0.0128321,0.0912404,0.00104722,0.00281407,6.48551e-05,0.0028781,0.000983185,0.104419,13.9507,19.6546,-0.275617,0.00306503,0.0242307,0.066743,0.00121729,0.00129123,0.000372606,0.00241311,9.54129e-05,0.429657
51,-3.0002,-5.6108,-0.082256,-0.00120191,0.0116306,0.0669642,0.000342977,0.000832021,0.000221737,0.00158,-0.000405004,0.266585,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0698744,0.0679743,-0.113909,0.00260059,0.00430275,-0.000437579,0.00442097,0.00248237,-1.32007,,,,,,,,,,,,,21.0402,28.5114,-0.132091,0.0149145,0.0298364,0.160899,0.00178923,0.000516892,0.00034658,0.00273297,-0.000426842,0.567915,24.3712,14.2612,-0.324087,-0.00567574,0.0150319,0.0779664,0.00141565,0.00287338,-7.25106e-05,0.00335399,0.000935037,0.145346,13.8229,19.8224,-0.275506,0.000126215,0.0257982,0.0656114,0.00117208,0.00133335,0.000301731,0.00230112,0.000204307,0.322633
52,-3.06012,-5.6084,-0.0828759,-0.00107334,0.0115361,0.0694408,0.000896641,0.000871826,0.000306885,0.00209908,-0.00033061,0.263073,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.00304319,0.0309079,0.210021,0.0034783,0.0025416,0.000306476,0.00357121,0.00244869,0.291933,,,,,,,,,,,,,22.7239,28.329,-0.123016,0.0115065,0.0308084,0.200092,0.00169594,0.00450218,-0.00163866,0.00552005,0.000678066,-0.981091,24.4754,14.278,-0.323784,0.00442787,0.0120914,0.126035,0.0023481,0.0018223,0.00036428,0.00277208,0.00139832,0.530142,13.9528,19.6944,-0.2791,0.00131906,0.0254285,0.0728915,0.0023989,0.00105078,0.000436639,0.00323278,0.000216897,0.285897
53,-3.10183,-5.52988,-0.0837003,-0.000874259,0.0112468,0.0698267,0.000447626,0.000667381,0.000222627,0.00160911,-0.000494103,0.252485,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0099835,0.0348233,0.217238,0.00419246,0.00169008,0.000137613,0.00420024,0.0016823,0.0559865,,,,,,,,,,,,,19.8633,28.6292,-0.137361,0.0198523,0.0277993,0.192855,0.00328731,-0.000312417,0.0004172,0.00381272,-0.000837828,-0.263174,24.5104,14.4551,-0.323233,0.000579584,0.0126656,0.112521,0.00245954,0.00145048,0.000212591,0.00291464,0.000995386,0.557956,13.9975,19.6535,-0.280906,0.00138632,0.0245187,0.0782596,0.00174622,0.000544015,0.000347936,0.00234843,-5.81922e-05,0.403973
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,-3.10269,-5.49057,-0.0835169,-2.85565e-05,0.01067,0.0748342,0.000162999,0.000590243,0.000157061,0.00144276,-0.000689512,0.191471,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0161973,0.0263877,0.262181,-8.15248e-06,0.000959216,9.67058e-07,0.000966501,-1.54366e-05,0.189458,,,,,,,,,,,,,21.0381,28.2946,-0.158078,0.00491754,0.0331853,0.143469,-0.000307547,-0.00205001,-0.00152471,0.000861817,-0.00321938,-0.754588,24.6255,14.5484,-0.323198,0.0014414,0.0148705,0.102638,0.000109817,0.00101485,-8.11112e-06,0.00127368,-0.000149013,0.506836,13.9683,19.8871,-0.28015,0.00163954,0.0263426,0.0713006,0.000696371,0.00026639,0.000143129,0.00166176,-0.000698995,0.328487
56,-3.13279,-5.60048,-0.0845065,-0.00146094,0.0094738,0.0636297,0.000184449,0.000693531,0.000177941,0.00145399,-0.000576011,0.256175,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00699792,0.0202965,0.153699,0.00116422,0.00107296,-3.09062e-05,0.0012981,0.000939091,0.401666,,,,,,,,,,,,,18.5019,28.3789,-0.198201,-0.00019133,0.039206,0.0991696,-0.000383953,-5.36907e-05,-0.00170178,0.00164788,-0.00208552,-0.889716,24.4207,14.5493,-0.323719,0.011908,0.0112887,0.121134,0.000894727,0.00117913,-4.09702e-05,0.00172646,0.000347402,0.458605,13.6098,19.4945,-0.285741,0.00293493,0.023975,0.0713605,0.000877151,0.000691679,9.3659e-05,0.00175672,-0.000187891,0.297502
57,-3.19433,-5.73267,-0.0837225,-0.00232892,0.010685,0.0619829,0.000317941,0.000823918,0.00018326,0.00158151,-0.00043965,0.228946,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.0201058,0.00953533,0.239501,0.000964816,0.0024817,0.000628115,0.00270896,0.000737556,1.22349,,,,,,,,,,,,,20.4934,28.4098,-0.15354,0.00682244,0.0292812,0.156425,-0.000204941,-0.00217931,-0.000983345,0.000551209,-0.00293546,-0.561709,23.9123,14.1503,-0.322933,0.00671463,0.0150665,0.103778,0.000717631,0.00201959,0.000244338,0.00212977,0.000607454,0.91178,13.1539,19.4298,-0.283682,0.00172402,0.0269577,0.0605724,0.00104412,0.000902923,0.000239455,0.00201391,-6.68663e-05,0.484857
58,-3.5819,-5.94247,-0.082555,-0.00244784,0.0118592,0.0594137,0.000410081,0.00091988,0.000263925,0.00169431,-0.000364348,0.317866,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.0109074,0.0129918,0.187431,0.00183426,0.00486255,0.00103767,0.00518422,0.00151259,1.27058,,,,,,,,,,,,,8.29436,29.4869,-0.259778,0.00697888,0.0534774,0.0268829,0.000468484,0.000770062,-0.000454931,0.00137628,-0.000137738,-0.790284,23.6991,14.0587,-0.323257,0.00838707,0.0136216,0.115,0.00126391,0.00306507,0.000410854,0.00319077,0.00113821,1.29849,12.2183,19.5317,-0.287678,0.00250864,0.0278896,0.0561994,0.00136119,0.00134754,0.000380711,0.00248243,0.000226303,0.546207
59,-3.02492,-5.42539,-0.0848487,-0.00268189,0.0107751,0.0613935,0.000238244,0.000845743,0.000305935,0.00157237,-0.000488378,0.381996,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.014586,0.0155985,0.142489,0.000996713,0.00187822,0.000500819,0.00211893,0.000756007,1.12794,,,,,,,,,,,,,21.2868,28.3299,-0.146308,0.00933897,0.0391055,0.0865127,-0.00154555,0.000469834,0.000550401,0.000832245,-0.00190796,0.828628,24.6969,14.4122,-0.323305,0.00738113,0.014418,0.104772,0.000971855,0.0016782,0.000302592,0.00204338,0.000606683,0.840216,14.0929,19.5109,-0.28194,0.00271412,0.026269,0.0703707,0.00109632,0.0010247,0.000460679,0.00210816,1.28575e-05,0.554238
60,-3.01642,-5.28968,-0.0845466,-0.00224011,0.0101661,0.0704114,0.000342928,0.000982598,0.000227628,0.00167891,-0.000353387,0.354997,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.0068019,0.0165404,0.125685,0.000844289,0.00137412,0.000558191,0.00173251,0.000485896,0.996513,,,,,,,,,,,,,21.4141,28.1355,-0.134654,0.00889019,0.0361619,0.121106,9.75025e-05,0.000170716,0.00017189,0.000694377,-0.000426158,0.315691,24.2421,14.6044,-0.324649,0.0063162,0.0139798,0.109693,0.000942792,0.00134237,0.000369021,0.00170651,0.000578648,0.891349,13.9438,19.9132,-0.279258,0.00234876,0.0262368,0.0681495,0.000915813,0.000908282,0.000273254,0.00174422,7.98715e-05,0.564293
61,-3.80236,-5.66126,-0.0813937,-0.00214472,0.0113681,0.0619139,0.000172394,0.000935234,0.000248593,0.00163684,-0.000529214,0.294486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9311,28.5129,-0.134047,0.0045457,0.0446891,0.0792175,1.1172e-05,0.000964974,-0.000205936,0.0012356,-0.000259457,-0.197738,22.8447,14.5824,-0.324658,0.00722011,0.0127637,0.0936805,0.00101448,0.00140397,4.13365e-05,0.00189131,0.000527139,0.700037,12.5057,20.059,-0.281335,0.00214168,0.0268413,0.0576333,0.0010216,0.000985628,0.000304798,0.00194052,6.67087e-05,0.463111
62,-3.51821,-5.48711,-0.082936,-0.00264693,0.0106568,0.069745,0.000226126,0.000792721,0.000287975,0.0015985,-0.00057965,0.313132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0012,28.4062,-0.129186,0.00422386,0.0366286,0.129107,0.00203243,-0.000612199,-0.000116049,0.00232017,-0.000899938,0.297488,23.6169,14.323,-0.323954,0.00665995,0.0126975,0.104839,0.000776016,0.00136062,0.000369096,0.00190976,0.000226874,0.869674,13.4548,19.7907,-0.279638,0.000860681,0.026559,0.0656632,0.00134069,0.000902005,0.000411574,0.00226694,-2.4244e-05,0.555209
63,-3.65908,-5.48029,-0.0830297,-0.00359637,0.0117225,0.0684734,0.000180214,0.00083737,0.000263577,0.00155793,-0.000540348,0.320924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8633,28.6292,-0.137361,0.00605464,0.0429506,0.0749636,-0.000250714,-0.000866752,0.000371201,0.000315028,-0.00143249,0.492354,23.5001,14.291,-0.323755,0.00321823,0.0165657,0.0749067,0.000914164,0.00133123,0.000259489,0.00192185,0.000323545,0.741421,13.0953,19.8042,-0.281629,0.00119833,0.028726,0.0581802,0.000923161,0.000873051,0.000361211,0.00186413,-6.79123e-05,0.498709
64,-3.41837,-5.53135,-0.0840938,-0.00288356,0.0106446,0.0735082,0.000205306,0.00082736,0.000216656,0.0015907,-0.000558034,0.301034,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00762065,0.0218443,0.166074,0.000715653,0.00325157,4.70876e-05,0.00325992,0.000707305,0.156158,,,,,,,,,,,,,19.9487,28.5251,-0.149617,0.00165705,0.0439912,0.0586759,-0.000182781,-0.0011543,-0.00249983,0.00225463,-0.00359172,0.000114498,23.7299,14.315,-0.324999,0.00609466,0.0164613,0.0948287,0.00106809,0.00244982,6.52287e-05,0.00271342,0.000804494,0.592305,13.4123,19.546,-0.282846,0.00119963,0.0283049,0.0626728,0.000986129,0.00120936,0.000104919,0.00222563,-3.01469e-05,0.43505
65,-3.15749,-5.49691,-0.0847474,-0.00313699,0.0109008,0.0697175,0.000189392,0.000809787,0.000284995,0.00155163,-0.00055245,0.322022,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.00508437,0.0232416,0.140054,0.000562228,0.00154099,0.000315929,0.00163516,0.000468065,1.2789,,,,,,,,,,,,,19.9773,28.5141,-0.155105,0.00945908,0.0364977,0.0943458,-0.000121214,-0.000887519,-0.000486339,0.000588255,-0.00159699,-0.0992479,24.2094,14.3947,-0.324981,0.00273382,0.0168309,0.0857331,0.000908922,0.00147449,0.000205327,0.00187825,0.000505164,0.832567,13.8672,19.4694,-0.283218,0.000884629,0.0271649,0.0617704,0.000942507,0.000930988,0.000302575,0.0018991,-2.56061e-05,0.473132
66,-3.39335,-5.6692,-0.0825813,-0.00363825,0.0107353,0.0677394,0.000192919,0.000804381,0.000271285,0.00159605,-0.000598751,0.312993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9906,28.6405,-0.172628,0.0059903,0.0397781,0.0636998,0.000933831,-0.000326406,-0.00140783,0.00219456,-0.00158713,-0.746182,23.8752,14.3199,-0.322608,0.00588058,0.0114514,0.104654,0.000219948,0.00113813,9.1019e-05,0.0014738,-0.000115721,0.715729,13.2327,19.7889,-0.282017,0.000918999,0.0275068,0.0600269,0.000924377,0.00073401,0.000266163,0.00194751,-0.000289117,0.438137
67,-3.63286,-5.76328,-0.0812423,-0.00398471,0.00957821,0.0587436,0.000398131,0.000887122,0.000222398,0.00173033,-0.000445074,0.206712,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,0.0120445,0.0171436,0.168516,0.00209857,0.00135952,0.000310687,0.00223506,0.00122304,0.369036,,,,,,,,,,,,,19.9773,28.5141,-0.155105,0.00841778,0.0376244,0.0671193,0.00171619,-0.000121177,-0.000612644,0.00193819,-0.00034317,-0.231979,22.0756,14.446,-0.320581,0.00429338,0.0128168,0.0843983,0.00156643,0.00159138,0.0002426,0.00212076,0.00103705,0.7526,12.0129,19.8645,-0.278799,0.00063036,0.0263078,0.0557276,0.00147214,0.00116006,0.000129838,0.00228909,0.000343106,0.346662
68,-2.94875,-5.19093,-0.0858231,-0.00465758,0.0105843,0.0564799,0.000306518,0.000987719,0.000209336,0.00172503,-0.000430791,0.257811,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.00766524,0.0341941,0.0410067,0.000941903,0.00217633,-0.000485559,0.00235847,0.00075976,-1.24141,,,,,,,,,,,,,15.0377,28.8047,-0.199519,0.00374227,0.0393152,0.106477,0.00339108,0.0036514,-0.00121515,0.0048528,0.00218968,-0.505842,24.6874,14.4635,-0.323386,-0.00321304,0.0171504,0.0438499,0.00123355,0.00191224,-0.000326188,0.00234317,0.00080262,0.119463,14.1993,19.4796,-0.279377,-0.00169951,0.0258307,0.0413274,0.00127706,0.00150095,-9.17491e-05,0.00243167,0.000346335,0.113965
